AMI,NMI,ARI,RI,H,C,V
0.8976515348294016,0.8976740559174372,0.8900821897273331,0.9670008268314048,0.995459661041377,0.8173813681934419,0.8976740559174373
0.9496786564556666,0.949690566952365,0.957183523396736,0.9866418498581674,0.9973415435835756,0.9063852971659104,0.949690566952365
0.9458281419744266,0.9458408583945463,0.9484941039074032,0.984008204249326,0.9954716183287352,0.9009239186235825,0.9458408583945463
0.98188314076324,0.981886885548498,0.9892171927963708,0.9965717235523922,0.997785160074496,0.966487297543906,0.981886885548498
0.9336084715698948,0.9336227961079394,0.9329724554627832,0.9793803286139824,0.997355598569464,0.8775460383372305,0.9336227961079396
0.8971231941174299,0.897143580876669,0.8821468275119878,0.964761127040859,0.9906282767610084,0.8197815374927648,0.897143580876669
0.8625021254842905,0.862538350647016,0.818005953154523,0.9474812374476272,0.9913068584575098,0.7633773658713138,0.862538350647016
0.9667885471403412,0.966792611455496,0.9721041791432858,0.9912203858133304,0.997771764424005,0.9376792316346384,0.966792611455496
0.9388556659931114,0.9388691769597152,0.945777115553404,0.9831946220420223,0.9958768778938256,0.8880347604124094,0.9388691769597152
0.9240979972059304,0.9241163215639664,0.9209165207079164,0.9758381417490848,0.9958648074361176,0.8620114871098193,0.9241163215639664
0.9192647568175552,0.9192811958584044,0.9004482361816701,0.9699378423412828,0.9959895974506856,0.8535435966356482,0.9192811958584044
0.957680458752988,0.9576875951477988,0.9663519973936142,0.9894458249768602,0.9977383755055518,0.9207281267356412,0.9576875951477986
0.8996750840798664,0.8996951004706844,0.8858290697428592,0.9657903177163736,0.9923235273063152,0.8228830891459679,0.8996951004706842
0.9256563285570896,0.9256771644365004,0.9078707316891976,0.9720044165380952,0.9900521108904092,0.8691626644726146,0.9256771644365004
0.9176165395782424,0.9176361003660256,0.9167775170985768,0.9746345346411124,0.9960676949573174,0.8506545180548107,0.9176361003660256
0.9177611758178088,0.9177787107962074,0.914848215773859,0.9740757048763312,0.9964716192974944,0.8506051069004589,0.9177787107962077
0.973056914097056,0.9730639333302228,0.9798370259240284,0.9936250757535476,0.9982544377341044,0.9491134790472522,0.9730639333302228
0.9327463741474784,0.9327621034057276,0.9325422802741524,0.9792532524017216,0.9970617372376408,0.8762532993959924,0.9327621034057276
0.8910681163232376,0.8910870502245901,0.8704552056768012,0.961519449591184,0.989679881939864,0.8103583923394002,0.8910870502245901
0.9235998157027984,0.9236179056745236,0.9272690273651254,0.9776987091657352,0.9959524216838106,0.8610790391704094,0.9236179056745238
0.9061385105663292,0.9061563197143964,0.8882781301176741,0.9664863607975268,0.9916124289467172,0.8342606225566366,0.9061563197143964
0.9517036050834868,0.951715403053979,0.962415208316135,0.9882382263491428,0.9977978602588996,0.9097015978324632,0.9517154030539788
0.907165517404216,0.9071815325824878,0.8940370926074859,0.9681187417686292,0.9972042708052872,0.8320666164241445,0.9071815325824878
0.91179801181304,0.9118111566015727,0.8962859373600581,0.9687547016472984,0.9968337516855834,0.8401523351764308,0.9118111566015727
0.8687078942653378,0.8687421224544465,0.8519337635234902,0.9563594489921978,0.9738414272054512,0.7841182034813335,0.8687421224544466
0.9397596123374934,0.9397715907661978,0.9372698658311146,0.9806547282457164,0.997916072354572,0.888029735857815,0.9397715907661978
0.9533503467451504,0.9533588242207716,0.9623621418637748,0.9882216294512391,0.996598915117514,0.9137148774385396,0.9533588242207716
0.9619140700315228,0.9619206374641319,0.9690529389185126,0.990277080714366,0.9962830160056064,0.9298495864059506,0.9619206374641319
